Track URI,Track Name,Artist Name(s),Album Name,Genres,Tempo,Energy,Valence,Danceability,Duration (ms),Source
spotify:track:2VTaauLbYR0VxWaT9rlQFi,Pienso en Aquella Tarde - Nueva Versión,Pereza,Algo para Cantar,,119.946,0.629,0.633,0.712,221693,"Pachangueo_80,_90_y_00"
spotify:track:10oaL9cDw3ijT3BJoLkqdc,"Ciega, Sordomuda",Shakira,Donde Estan Los Ladrones,pop latino,119.97,0.876,0.928,0.746,267826,"Pachangueo_80,_90_y_00"
spotify:track:0otMuzDjTkpJFizLiHTAhE,Sueño su Boca - Radio Latin Dance,Raul,Sueño Su Boca,,119.985,0.89,0.693,0.732,235226,"Pachangueo_80,_90_y_00"
spotify:track:0By7GAIixApdMFPiNtfeck,Beautiful Drug (feat. Avicii) - Remix,Zac Brown Band;Avicii,Beautiful Drug (feat. Avicii) [Remix],"country,country acústico,edm",119.985,0.839,0.2,0.763,164241,This_Is_Avicii
spotify:track:33zHxgp8lHVMS7qKwOPWrH,Beautiful Life,Mentol,Beautiful Life,,119.993,0.872,0.627,0.838,164500,mix_alegre
spotify:track:0v1XpBHnsbkCn7iJ9Ucr1l,It's My Life,Bon Jovi,Crush,glam metal,119.994,0.914,0.543,0.551,224493,Mix_de_rock
spotify:track:0zg8u9UUlvwSvBJYEjhgDT,Love Again - Imanbek Remix,Dua Lipa;Imanbek,Love Again (Imanbek Remix),"pop,slap house",119.999,0.91,0.682,0.717,214000,Cycling_Energy_Mix
spotify:track:3lPr8ghNDBLc2uZovNyLs9,Supermassive Black Hole,Muse,Black Holes and Revelations,"rock alternativo,rock",120,0.921,0.782,0.668,212439,Pure_Rock_&_Roll
spotify:track:6GAvlyyIZM9uvNa5VPSFMK,It's ok I'm ok - Ian Asher remix,Tate McRae;Ian Asher,It's ok I'm ok (remixes),,120.008,0.855,0.0904,0.671,166125,Cycling_Energy_Mix
spotify:track:36inQzyICgt9y0jddpVQe1,Corazón Latino,David Bisbal,Corazón Latino,"pop latino,villancicos",120.038,0.976,0.85,0.727,175360,"Pachangueo_80,_90_y_00"
spotify:track:1gcESexgftSuLuML57Y69q,All Right Now,Free,Fire And Water,"rock clásico,blues rock",120.059,0.472,0.824,0.787,330643,Rock_Classics
spotify:track:2RsAajgo0g7bMCHxwH3Sk0,Come As You Are,Nirvana,Nevermind (Remastered),"grunge,rock",120.125,0.824,0.539,0.5,218920,Pure_Rock_&_Roll
spotify:track:0ofHAoxe9vBkTCp2UQIavz,Dreams - 2004 Remaster,Fleetwood Mac,Rumours (Super Deluxe),"yacht rock,rock clásico,rock suave",120.151,0.492,0.789,0.828,257800,Rock_Classics
spotify:track:6xq5DxZWGgdStAxGAil0yw,Since You Been Gone,Rainbow,Down To Earth,"hard rock,aor,metal,heavy metal",120.814,0.726,0.915,0.733,197160,Pure_Rock_&_Roll
spotify:track:4255amV4enzl28KAn16rUO,Are You With Me,Lost Frequencies,Less Is More,tropical house,121.02,0.608,0.394,0.763,138013,Radio_Imagine_Dragons
spotify:track:3l9u6a1jn2naA3xYyT0WGe,Wish You Were Here,Pink Floyd,Wish You Were Here 50,"rock progresivo,rock psicodélico,rock clásico,art rock,rock",121.042,0.206,0.267,0.493,338266,Rock_Classics
spotify:track:1Q5kgpp4pmyGqPwNBzkSrw,Roadhouse Blues,The Doors,Morrison Hotel,"rock psicodélico,rock clásico,rock ácido",121.119,0.633,0.895,0.623,243826,Pure_Rock_&_Roll
spotify:track:1KeqvKUwhQg7nCu9NcPycO,Ritmo de la Noche - Radio Edit,Mystic,Ritmo de la Noche,,121.6,0.882,0.588,0.633,230560,"Pachangueo_80,_90_y_00"
spotify:track:6GtX0jaNL8IjVQfrDBx81z,Bullet With Butterfly Wings - Remastered 2012,The Smashing Pumpkins,Mellon Collie And The Infinite Sadness (Deluxe Edition),"rock alternativo,rock",121.864,0.72,0.475,0.404,258466,Rock_Classics
spotify:track:6pVmnP2zpWqmMTHiwUnpqq,Maggie despierta - Maggie May,M-Clan,Sin Enchufe,,121.975,0.847,0.637,0.627,281306,"Pachangueo_80,_90_y_00"
spotify:track:6FgCQ6wYJrjnldcuXHyXQd,The Power Of Love x I'm Alive,LABACK;Laura Furmanova,The Power Of Love x I'm Alive,,122.002,0.926,0.642,0.659,167758,mix_alegre
spotify:track:09OKEiKltU6AvvrEtE92OY,Crucified - Radio Edit,Army Of Lovers,Massive Luxury Overdose (Swedish Version),europop,122.006,0.904,0.475,0.6,214093,Cycling_Energy_Mix
spotify:track:0vrmHPfoBadXVr2n0m1aqZ,Heaven,Avicii,TIM,edm,122.011,0.873,0.516,0.592,277261,This_Is_Avicii
spotify:track:2tpWsVSb9UEmDRxAl1zhX1,Counting Stars,OneRepublic,Native,pop suave,122.013,0.706,0.474,0.663,257265,Radio_Imagine_Dragons
spotify:track:3zNNXjjjeLrzIXSJZKalDi,I Follow Rivers - The Magician Remix,Lykke Li;The Magician,Wounded Rhymes (Anniversary Edition),,122.031,0.7,0.296,0.785,279635,mix_alegre
spotify:track:3KMsGaN1xdoOaNQELy8vR8,Bling Bling,ALTÉGO,Bling Bling,,122.062,0.901,0.719,0.782,119084,Cycling_Energy_Mix
spotify:track:6H0gZ1R4W9tIbb6HVvjNEe,Acapulco,Jason Derulo,Nu King,,122.091,0.799,0.465,0.77,139672,mix_alegre
spotify:track:0dOg1ySSI7NkpAe89Zo0b9,Born in the U.S.A.,Bruce Springsteen,Born In The U.S.A.,,122.093,0.952,0.584,0.398,279786,Pure_Rock_&_Roll
spotify:track:1hu2s7qkm5bo03eODpRQO3,Wanna Be Startin' Somethin',Michael Jackson,Thriller,,122.111,0.872,0.906,0.842,363400,Radio_Black_or_White
spotify:track:1Mys1gf9SkMBAVGGxpkJ7d,Reality,Lost Frequencies;Janieck,Less Is More,tropical house,122.144,0.696,0.6,0.715,159480,Radio_Imagine_Dragons
spotify:track:6JRLFiX9NJSoRRKxowlBYr,Is This Love,Bob Marley & The Wailers,Kaya,"reggae,roots reggae",122.246,0.561,0.743,0.776,232200,Radio_Black_or_White
spotify:track:7HKez549fwJQDzx3zLjHKC,Start Me Up - Remastered 2009,The Rolling Stones,Tattoo You (2009 Re-Mastered),"rock clásico,rock",122.431,0.932,0.971,0.631,213066,Mix_de_rock
spotify:track:0ee1DiZF94NSqqpG0XHUzH,Livin' On A Prayer,Bon Jovi,Slippery When Wet (Deluxe Edition),glam metal,122.626,0.86,0.641,0.532,250209,Pure_Rock_&_Roll
spotify:track:2TofEeQobQ9YoK7EFds698,You Give Love A Bad Name,Bon Jovi,Slippery When Wet (Deluxe Edition),glam metal,122.85,0.942,0.835,0.542,222317,Mix_de_rock
spotify:track:158fT4ny1hTwBUamEeCeVH,Sunroof - Loud Luxury Remix,Nicky Youre;hey daisy;Loud Luxury,Good Times Go,,122.898,0.76,0.482,0.642,173658,Cycling_Energy_Mix
spotify:track:4l2ljvyXOCVNbD5ff7NpM7,I Like to Move It (feat. The Mad Stuntman) - Erick More Album Mix,Reel 2 Real;Erick Morillo;The Mad Stuntman,Move It!,"eurodance,soca",122.938,0.781,0.764,0.863,230760,Cycling_Energy_Mix
spotify:track:2zI3bUYn2pcF27of6i2oqK,Jet Airliner,Steve Miller Band,Greatest Hits 1974-78,rock clásico,122.956,0.664,0.936,0.574,215666,Pure_Rock_&_Roll
spotify:track:4cG7HUWYHBV6R6tHn1gxrl,Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit,Riton;Nightcrawlers;Mufasa & Hypeman;Mufasa;Dopamine,Friday (feat. Mufasa & Hypeman) [Dopamine Re-Edit],house,122.98,0.862,0.801,0.824,169153,Cycling_Energy_Mix
spotify:track:4t4ma24gmDxiWCcINP3Vrn,Living Proof,Bon Jovi,Forever,glam metal,123.017,0.814,0.777,0.599,219346,Pure_Rock_&_Roll
spotify:track:2gkzJU3hVJn9UziHtNYsZd,Solo Tu,Highland,Bella Stella,"europop,nightcore,eurodance",123.026,0.899,0.949,0.765,224666,Cycling_Energy_Mix
spotify:track:6xNSaBtoPKlPhXsNT7ZwLd,The Nights - Felix Jaehn Remix,Avicii;Felix Jaehn,The Days / Nights,"edm,tropical house",123.054,0.834,0.511,0.672,200016,This_Is_Avicii
spotify:track:54eZmuggBFJbV7k248bTTt,A Horse with No Name,America;George Martin,America,"yacht rock,rock suave,folk rock",123.188,0.507,0.831,0.653,252239,Pure_Rock_&_Roll
spotify:track:3DwQ7AH3xGD9h65ezslm6q,Enter Sandman - Remastered 2021,Metallica,Metallica (Remastered Deluxe Box Set),"metal,thrash metal,rock,heavy metal,hard rock",123.299,0.838,0.615,0.569,331560,Rock_Classics
spotify:track:7dSCxR4LqkmxoBrq9MzVSD,Psycho Killer,Talking Heads,Talking Heads '77,"new wave,post-punk",123.384,0.401,0.944,0.721,260506,Rock_Classics
spotify:track:0xjd0LsI1x4EkdhCWEiA8d,Otherside - 2014 Remaster,Red Hot Chili Peppers,Californication (2014 Remaster),"funk rock,rock alternativo,rock",123.564,0.849,0.489,0.487,255950,Mix_de_rock
spotify:track:3dPQuX8Gs42Y7b454ybpMR,Seven Nation Army,The White Stripes,Elephant,"garage rock,blues rock,rock,rock alternativo",123.596,0.446,0.278,0.743,232106,Mix_de_rock
spotify:track:0G21yYKMZoHa30cYVi1iA8,Welcome To The Jungle,Guns N' Roses,Appetite For Destruction,"rock,glam metal,hard rock,rock clásico",123.61,0.987,0.316,0.454,273480,Mix_de_rock
spotify:track:4xlEKYv7HmC8zXoJIbpZKM,"Steady, As She Goes",The Raconteurs,Broken Boy Soldiers,"garage rock,rock alternativo",123.696,0.578,0.537,0.525,215266,Pure_Rock_&_Roll
spotify:track:1pXgBjIvALm97lDhroan2E,Times Like These - Acoustic Version,Foo Fighters,00020225,"post-grunge,rock,rock alternativo,grunge",123.845,0.559,0.278,0.588,238586,Rock_Classics
spotify:track:0OTO8ZF2YqFQVw9hnZylTd,What Is Love - 7 Mix,Haddaway,The Album,eurodance,123.869,0.772,0.738,0.683,270373,Cycling_Energy_Mix
spotify:track:3Dzso9Q2WwupEclqgxBZht,Pumped Up Kicks,Madism;MKJ;Felix Samuel,Pumped Up Kicks,tropical house,123.903,0.687,0.386,0.669,145161,mix_alegre
spotify:track:2kRFrWaLWiKq48YYVdGcm8,Everything In Its Right Place,Radiohead,Kid A,"art rock,rock alternativo",123.943,0.463,0.0629,0.296,251426,Mix_de_rock
spotify:track:3CTFBe112L2c9FE4q6AEaM,Time After Time,UNDRESSD;Ellie May,Time After Time,,123.968,0.668,0.506,0.722,162256,mix_alegre
spotify:track:7aOor99o8NNLZYElOXlBG1,Highway Tune,Greta Van Fleet,From The Fires,rock,123.971,0.962,0.506,0.582,180640,Pure_Rock_&_Roll
spotify:track:5KMVvlczBJnxDJJe3U4Tbn,Dancing in love,Alan Walker;MEEK,Walkerworld 2.0,,123.977,0.838,0.698,0.742,156937,This_Is_Alan_Walker
spotify:track:4UtREbGYnd1nZLckEb5y8J,Carolina - En directo 2000,M-Clan,Sin Enchufe,,123.978,0.9,0.86,0.649,263679,"Pachangueo_80,_90_y_00"
spotify:track:3b5Li4QKDVBx1x7fQuu54a,Tired,Alan Walker;Gavin James,Tired,,123.994,0.876,0.493,0.69,192111,This_Is_Alan_Walker
spotify:track:2hLczPN5CH5qhc6J4WBJHs,My Feelings For You - Mark Knight Remix,Avicii;Sebastien Drums;Mark Knight,My Feelings For You (Mark Knight Remix),"edm,tech house,house,disco house,funky house,house progresivo",124.003,0.95,0.812,0.728,224515,This_Is_Avicii
spotify:track:46QazXxQS0B31CnbRCy8CV,Rock You Like a Hurricane - 2011,Scorpions,Comeblack,"hard rock,glam metal,rock",124.005,0.891,0.705,0.587,255573,Pure_Rock_&_Roll
spotify:track:2R7gA9dAHTjASKU0wiTJok,Jerusalema (feat. Nomcebo Zikode) - Edit,Master KG;Nomcebo Zikode,Jerusalema (feat. Burna Boy & Nomcebo Zikode) [Remix],"amapiano,gqom",124.011,0.545,0.87,0.903,188986,mix_alegre
spotify:track:0Gp23ds4JDUwan98IfNNL5,Bittersweet Symphony,GAMPER & DADONI;Emily Roberts,REVIVE,tropical house,124.012,0.582,0.447,0.676,194618,mix_alegre
spotify:track:1PgMmLl8C6O1a5c6oMV2Fo,Abre Tu Mente,Merche,Autentica,,124.014,0.992,0.903,0.71,222880,"Pachangueo_80,_90_y_00"
spotify:track:1KR9TkyhxqqpOk45WAm7bM,Running Out Of Roses,Alan Walker;Jamie Miller,Walker Racing League,,124.015,0.539,0.443,0.753,136563,This_Is_Alan_Walker
spotify:track:7b1R3hpUwhotl1006F9t89,High On You (feat. Nikki Sixx),Crossbone Skully;Nikki Sixx,High On You (feat. Nikki Sixx),,124.03,0.922,0.436,0.538,229481,Pure_Rock_&_Roll
spotify:track:0CPb7AuJYTEFJkp2KEHufc,Send It,Steve Aoki;Will Sparks,Send It,"electro house,edm,melbourne bounce,big room,techno",124.073,0.979,0.0895,0.645,182671,Cycling_Energy_Mix
spotify:track:6pb5DtlAeG95dNQLHiArRU,Rock My Body,R3HAB;INNA;Sash!,Rock My Body (with INNA & Sash!),"slap house,edm,europop,eurodance",124.077,0.821,0.47,0.662,137419,mix_alegre
spotify:track:0nrRP2bk19rLc0orkWPQk2,Wake Me Up,Avicii,True,edm,124.08,0.783,0.643,0.532,247426,Radio_Imagine_Dragons
spotify:track:7BfW1eoDh27W69nxsmRicb,Buffalo Soldier,Bob Marley & The Wailers,Confrontation,"reggae,roots reggae",124.084,0.463,0.755,0.929,255840,Radio_Black_or_White
spotify:track:2AVkArcfALVk2X8sfPRzya,Summer Nights - From “Grease”,John Travolta;Olivia Newton-John,Grease (The Original Motion Picture Soundtrack),musicales,124.336,0.663,0.606,0.747,216906,Radio_Black_or_White
spotify:track:4YMQXzscifAREG0a7KNGhB,Black Magic Woman - Single Version,Santana,Santana's Greatest Hits,,124.348,0.349,0.622,0.489,199220,Rock_Classics
spotify:track:5uFYYOyT3EclOVhiFzPJSz,Rhythm Is a Dancer,SNAP!,The Madman's Return,eurodance,124.369,0.652,0.862,0.757,332229,Cycling_Energy_Mix
spotify:track:5uvosCdMlFdTXhoazkTI5R,Light My Fire,The Doors,The Doors,"rock psicodélico,rock clásico,rock ácido",124.618,0.725,0.44,0.413,429760,Rock_Classics
spotify:track:1v2zyAJrChw5JnfafSkwkJ,Shiny Happy People,R.E.M.,Out Of Time (25th Anniversary Edition),"jangle pop,rock alternativo,rock",124.623,0.909,0.805,0.452,225786,Mix_de_rock
spotify:track:2N2yrmodOnVF10mKvItC9P,Don't Cry (Original),Guns N' Roses,Use Your Illusion I,"rock,glam metal,hard rock,rock clásico",124.634,0.589,0.254,0.455,283733,Rock_Classics
spotify:track:0LtkAAEpEp1lkLX1ZvjHZb,Follow You,Imagine Dragons,Mercury - Acts 1 & 2,,124.875,0.732,0.45,0.544,175643,Radio_Imagine_Dragons
spotify:track:2rgtCOVK2tpfao2VjURn84,Lovers on the Sun (feat. Sam Martin),David Guetta;Sam Martin,Listen,edm,124.915,0.891,0.568,0.645,203520,Radio_Imagine_Dragons
spotify:track:4U45aEWtQhrm8A5mxPaFZ7,Vienna,Billy Joel,The Stranger (Legacy Edition),rock suave,124.936,0.495,0.308,0.532,214240,Rock_Classics
spotify:track:0b4PmGxMzWWx7NMrLJwFRR,Liar Liar,Avicii,True,edm,124.937,0.789,0.392,0.553,238853,This_Is_Avicii
spotify:track:02itaCXOdC54J0ISjqqFAp,All Around The World (La La La),R3HAB;A Touch Of Class,All Around The World (La La La),"slap house,edm,europop,eurodance",124.948,0.859,0.52,0.733,147840,Mix_de_Gigi_D'Agostino
spotify:track:0pqnGHJpmpxLKifKRmU6WP,Believer,Imagine Dragons,Evolve,,124.949,0.78,0.666,0.776,204346,Radio_Imagine_Dragons
spotify:track:630svau24EHHzw1kNk0Bdq,You Be Love (feat. Billy Raffoul),Avicii;Billy Raffoul,AVĪCI (01),edm,124.95,0.466,0.548,0.826,207545,This_Is_Avicii
spotify:track:6ekvzkGg31TOQhHIFEd55x,Lay Me Down,Avicii,True,edm,124.956,0.67,0.744,0.698,300120,This_Is_Avicii
spotify:track:3xbZa70HOBQpGQcaR3HqW1,Song Of The Future,U2,Days Of Ash EP,rock,124.957,0.777,0.941,0.652,235413,Pure_Rock_&_Roll
spotify:track:0FDzzruyVECATHXKHFs9eJ,A Sky Full of Stars,Coldplay,Ghost Stories,,124.97,0.675,0.162,0.545,267866,Radio_Imagine_Dragons
spotify:track:5JD2HODIglXaNJopWb248t,Insurrección (con Manolo García),Miguel Ríos;Manolo Garcia,Miguel Ríos y las estrellas del Rock latino,"rock en español,trova,nueva trova,flamenco,flamenco pop",124.977,0.658,0.356,0.652,227973,"Pachangueo_80,_90_y_00"
spotify:track:0JylJPPllrXMwbogQGNOej,TRUSTFALL - Drove Remix,P!nk;Drove,TRUSTFALL (The Remixes),,124.985,0.771,0.112,0.708,211320,Cycling_Energy_Mix
spotify:track:0C9P00gKzHroC3Et2SQylA,Like Wooh Wooh - Radio Edit,Rnbstylerz,Like Wooh Wooh,,124.987,0.86,0.606,0.833,136189,trainingpeaks_virtual
spotify:track:2nNvQ15a2rHTiZKXITDDqI,Stand By Me - Summer Version,LABACK;Dave Fenley,Stand By Me (Summer Version),,124.989,0.824,0.873,0.755,157440,mix_alegre
spotify:track:52RK8UVEDgUAgpecOpTQM3,You Make Me,Avicii,True,edm,124.99,0.727,0.496,0.586,233346,This_Is_Avicii
spotify:track:4f1PgGgzxo6fHH98jt1cK0,Hey Brother - Extended Version,Avicii,Hey Brother (Remixes),edm,124.995,0.723,0.205,0.526,330240,This_Is_Avicii
spotify:track:4yTeQK2XThWYeEW8D72XmU,Dear Boy,Avicii,True,edm,124.995,0.581,0.253,0.686,479333,This_Is_Avicii
spotify:track:3bMsT2EiXYKSUjc9uvIkI3,Wake Me Up - Avicii By Avicii,Avicii;Tim Bergling,True: Avicii By Avicii,edm,125.005,0.695,0.43,0.673,425760,This_Is_Avicii
spotify:track:4lhqb6JvbHId48OUJGwymk,Hey Brother,Avicii,True,edm,125.014,0.78,0.458,0.545,255093,Radio_Imagine_Dragons
spotify:track:0D6pYl55zQFUlzFNqmVVdr,La Dolce Vita,Soraya,Dolce Vita,,125.016,0.959,0.967,0.725,213440,"Pachangueo_80,_90_y_00"
spotify:track:383QXk8nb2YrARMUwDdjQS,Psycho,Muse,Drones,"rock alternativo,rock",125.02,0.883,0.507,0.555,316717,Pure_Rock_&_Roll
spotify:track:0XN65qybmkxjZt3gp90sWT,All You Need Is Love,Avicii,True (Bonus Edition),edm,125.022,0.425,0.441,0.773,381120,This_Is_Avicii
spotify:track:5B8VpcIC3EAI3wke3XQoRy,Fire!,Alan Walker;YUQI;JVKE;i-dle,"Fire! (feat. YUQI ((G)I-DLE), JVKE)",k-pop,125.032,0.726,0.303,0.78,123624,This_Is_Alan_Walker
spotify:track:4uDhts78RdwIDjEqPrYVKp,Sweet Dreams,Alan Walker;Imanbek,Sweet Dreams,slap house,125.033,0.817,0.43,0.766,138819,This_Is_Alan_Walker
spotify:track:1HnuyFokRiXuJtygnFCiZT,Forever Yours - Tim’s 2016 Ibiza Version,Avicii;Sandro Cavazza,Forever Yours (Tim’s 2016 Ibiza Version),edm,125.063,0.879,0.425,0.603,208159,This_Is_Avicii
spotify:track:0bRNszTbTFLNlunAeh7eom,Sharp Dressed Man (2008 Remaster),ZZ Top,Eliminator,"rock sureño,rock clásico,blues rock,rock",125.144,0.859,0.446,0.601,258026,Rock_Classics
spotify:track:7snQQk1zcKl8gZ92AnueZW,Sweet Child O' Mine,Guns N' Roses,Appetite For Destruction,"rock,glam metal,hard rock,rock clásico",125.304,0.952,0.624,0.445,356066,Pure_Rock_&_Roll
spotify:track:58dBJivB6lbAY5irCuAxJX,Rock You Like a Hurricane - 2015 - Remaster,Scorpions,Love At First Sting,"hard rock,glam metal,rock",125.443,0.873,0.684,0.402,253666,Rock_Classics
spotify:track:31AOj9sFz2gM0O3hMARRBx,Losing My Religion,R.E.M.,Out Of Time (25th Anniversary Edition),"jangle pop,rock alternativo,rock",125.639,0.855,0.803,0.666,268426,Mix_de_rock
spotify:track:0WSjVLITbxV6kVXndziQDm,Drop That Low (When I Dip),Tujamo,Drop That Low (When I Dip),,125.744,0.896,0.103,0.586,159999,trainingpeaks_virtual
spotify:track:7vcDJCAO356RYkCfiUozmE,Maldito duende,Heroes Del Silencio,Senderos De Traición - Edición Especial,"rock en español,rock latino,rock mexicano,música alternativa latina",125.796,0.85,0.348,0.374,253186,"Pachangueo_80,_90_y_00"
spotify:track:4qgZs0RNjdzKAS22lP0QjY,Where The Streets Have No Name - Remastered,U2,The Joshua Tree (Super Deluxe),rock,125.812,0.724,0.292,0.49,337505,Rock_Classics
spotify:track:0MOiv7WTXCqvm89lVCf9C8,Million Voices - Radio Edit,Otto Knows,Million Voices,,125.946,0.894,0.0694,0.582,192866,Mix_de_Gigi_D'Agostino
spotify:track:5Hk5evSK4PAWQ9iLeochx6,golden hour - R3HAB Remix,JVKE;R3HAB,golden hour (R3HAB Remix),"slap house,edm",125.954,0.827,0.566,0.765,154761,Cycling_Energy_Mix
spotify:track:31LLpb0q1phhd3sRxIsdLz,Kings & Queens - MOTi Remix,Ava Max;MOTi,Kings & Queens (The Remixes),"big room,future house,edm",125.958,0.75,0.65,0.638,180952,Cycling_Energy_Mix
spotify:track:78W8wiUIlQ2SnWY9TVowKZ,Back Where I Belong (feat. Avicii),Otto Knows;Avicii,Back Where I Belong (feat. Avicii),edm,125.96,0.865,0.595,0.497,174202,This_Is_Avicii
spotify:track:7tSO7DrrYpiMXX3zM4b3oM,Seek Bromance - Avicii Vocal Edit,Tim Berg;Avicii,Seek Bromance,edm,125.965,0.811,0.547,0.49,200991,This_Is_Avicii
spotify:track:1GM0BBPG6CWenFpXx6FPc2,Before You Leave Me - TELYKAST Remix,Alex Warren;TELYKAST,Before You Leave Me (TELYKAST Remix),,125.976,0.821,0.275,0.63,167619,Cycling_Energy_Mix
spotify:track:7EwISik6EOmK1CZhs68nsg,Años 80,Los Piratas,Ultrasónica,,125.981,0.9,0.495,0.467,220840,"Pachangueo_80,_90_y_00"
spotify:track:13bHItq1R7F0k0mVZ4PUG8,Shame On Me,Avicii,True,edm,125.982,0.843,0.42,0.723,253493,This_Is_Avicii
spotify:track:0ct6r3EGTcMLPtrXHDvVjc,The Nights,Avicii,The Days / Nights,edm,125.983,0.835,0.654,0.527,176658,Radio_Imagine_Dragons
spotify:track:0QjpQP1w7apeMXzioL8sqN,The Nights,Avicii,Stories,edm,125.983,0.835,0.654,0.527,176658,mix_alegre
spotify:track:4DLwNoXDVKX1R2Xemojfsx,Fade Into Darkness,Avicii,Avicii Forever,edm,125.988,0.861,0.728,0.555,198133,This_Is_Avicii
spotify:track:1zgV7obuDgU0DEaNCmPw8u,Sunshine - MOTi Remix,OneRepublic;MOTi,Sunshine. The EP,"pop suave,big room,future house,edm",125.99,0.77,0.542,0.727,188825,Cycling_Energy_Mix
spotify:track:5KbhvaeqKIB2bZcJMyfezl,Hold Me Closer - Joel Corry Remix,Elton John;Britney Spears;Joel Corry,Hold Me Closer (Joel Corry Remix),"pop,dance pop",125.992,0.896,0.124,0.641,248594,Cycling_Energy_Mix
spotify:track:3rmo8F54jFF8OgYsqTxm5d,Bad Habits,Ed Sheeran,=,pop suave,126.011,0.893,0.537,0.807,230746,Radio_Imagine_Dragons
spotify:track:4QBrx05HrLnohYaS1cPGHO,Volvera,El Canto Del Loco,Zapatillas,,126.02,0.892,0.783,0.568,229746,"Pachangueo_80,_90_y_00"
spotify:track:69VOxaMp2ewMQdAPHSYisH,It's a Heartache - Summer Version,LABACK,It's a Heartache (Summer Version),,126.022,0.827,0.703,0.712,158333,mix_alegre
spotify:track:2Ma2f8jV8VKMJoAcnCvZ8h,Y Yo Sigo Aqui - Spanglish,Paulina Rubio,Paulina,pop latino,126.023,0.953,0.873,0.774,254773,"Pachangueo_80,_90_y_00"
spotify:track:7rFuXulG4qi129VYAREBf2,Hero,Alan Walker;Sasha Alex Sloan,Walkerworld,,126.039,0.732,0.0964,0.594,175271,This_Is_Alan_Walker
spotify:track:5UqCQaDshqbIk3pkhy4Pjg,Levels - Radio Edit,Avicii,Levels,edm,126.04,0.889,0.464,0.584,199906,Mix_de_Gigi_D'Agostino
spotify:track:6kXNnS7JJz0nAv4XEwEmQJ,Heart Upon My Sleeve (feat. Imagine Dragons),Avicii;Imagine Dragons,TIM,edm,126.06,0.601,0.38,0.588,254165,Mix_de_rock
spotify:track:0TDLuuLlV54CkRRUOahJb4,Titanium (feat. Sia),David Guetta;Sia,Nothing but the Beat (Ultimate Edition),edm,126.062,0.787,0.301,0.604,245040,Radio_Imagine_Dragons
spotify:track:0h3Xy4V4apMraB5NuM8U7Z,Stumblin' In,CYRIL,Stumblin' In,,126.089,0.518,0.37,0.875,213363,mix_alegre
spotify:track:3hWfKBt3n7j1xqIy6LA5ve,Astronomia,Vicetone;Tony Igy,Astronomia,edm,126.093,0.945,0.326,0.653,198095,trainingpeaks_virtual
spotify:track:0vFOzaXqZHahrZp6enQwQb,Money,Pink Floyd,The Dark Side of the Moon,"rock progresivo,rock psicodélico,rock clásico,art rock,rock",126.256,0.536,0.785,0.468,380080,Rock_Classics
spotify:track:1xNcBAoUw8Hz6LqK2jt4Ff,Call on Me - Radio Mix,Eric Prydz,Call on Me (Radio Mix),,126.342,0.837,0.447,0.597,171360,Mix_de_Gigi_D'Agostino
spotify:track:0FMaUU0k9ObHtnUVr304k0,Behind Blue Eyes - Remastered 2022,The Who,Who's Next (Remastered 2022),"rock clásico,rock",126.408,0.525,0.348,0.401,222400,Rock_Classics
spotify:track:6sby78fghipoXHQLeeZFFH,When Doves Cry,Prince,Purple Rain,"funk rock,funk",126.468,0.989,0.841,0.729,354133,Rock_Classics
spotify:track:0LoQuiekvzqx7n8flgEKzF,Get It On,T. Rex,Electric Warrior,"glam rock,protopunk",126.59,0.878,0.911,0.728,262613,Rock_Classics
spotify:track:4DMKwE2E2iYDKY01C335Uw,Carry on Wayward Son,Kansas,Leftoverture (Expanded Edition),"rock clásico,rock progresivo,aor",126.755,0.786,0.793,0.482,323000,Rock_Classics
spotify:track:5QLHGv0DfpeXLNFo7SFEy1,1979 - Remastered 2012,The Smashing Pumpkins,Mellon Collie And The Infinite Sadness (Deluxe Edition),"rock alternativo,rock",126.879,0.787,0.964,0.767,266200,Rock_Classics
spotify:track:2GE3k8I0Sbh0puCjI15KGy,Barcelona,Alan Walker;Ina Wroldsen,Barcelona,pop noruego,126.881,0.89,0.421,0.645,205086,This_Is_Alan_Walker
spotify:track:4eteOEGYlGM33q76CKdPom,The Days - Henrik B Remix,Avicii;Henrik B,The Days / Nights,"edm,house progresivo",126.964,0.824,0.542,0.584,236945,This_Is_Avicii
spotify:track:5mIzHzkl9SVHEfpVWTNSZc,Run the World (Girls) - Kito Remix,Beyoncé;Maaike Kito,Run The World (Girls),,126.979,0.824,0.792,0.772,217240,Cycling_Energy_Mix
spotify:track:4unOsvr9C2NqI9aJXrxpCy,Sirenas,Taburete,Dr. Charas,,126.98,0.574,0.251,0.686,184250,"Pachangueo_80,_90_y_00"
spotify:track:1eGlStOBtFJ6Oc4hhN5tUR,Shivers - Ofenbach Remix,Ed Sheeran;Ofenbach,Shivers (Ofenbach Remix),pop suave,126.989,0.832,0.917,0.861,187247,Cycling_Energy_Mix
spotify:track:3HGwI9qwq5XqBDeZBV3zti,World Hold On (Children of the Sky) - Radio Edit,Bob Sinclar;Steve Edwards,World Hold On (Children of the Sky) [Radio Edit],"house francés,disco house,house",126.994,0.933,0.633,0.738,199194,Mix_de_Gigi_D'Agostino
