Track URI,Track Name,Artist Name(s),Album Name,Genres,Tempo,Energy,Valence,Danceability,Duration (ms),Source
spotify:track:2m1hi0nfMR9vdGC8UcrnwU,All The Small Things,blink-182,Enema Of The State,"pop punk,punk,rock,skate punk,emo",148.708,0.897,0.685,0.434,167066,Mix_de_rock
spotify:track:7FwBtcecmlpc1sLySPXeGE,Dancing In the Dark,Bruce Springsteen,Born In The U.S.A.,,148.723,0.942,0.495,0.527,245296,Mix_de_rock
spotify:track:7gHXpZ9RfD5ym9GZWlo35F,Hablando en plata - 2003 Remastered Version,Melendi,Sin Noticias De Holanda,"flamenco,flamenco pop",149.523,0.801,0.684,0.586,185066,"Pachangueo_80,_90_y_00"
spotify:track:3rHxDEn7iVyRy4POwGOUy9,Winter (Classical Techno),Ardo;Jake Alva,Winter (Classical Techno),,149.544,0.942,0.177,0.555,144966,trainingpeaks_virtual
spotify:track:2KgCPRTAECwNbJG1uYdfjl,Stamp On The Ground,ItaloBrothers,Stamp!,italo dance,149.974,0.827,0.272,0.635,197961,Mix_de_Gigi_D'Agostino
spotify:track:4PHAYuznjsdMRvSh1bjIvt,Now We Are Free,Brennan Heart;Blademasterz;Timmy Trumpet,Save Euphoric,"hardstyle,frenchcore,hardcore,melbourne bounce,big room",149.996,0.682,0.0856,0.237,190600,trainingpeaks_virtual
spotify:track:19wgIwKRVTuKbKJB0lnCG5,The King,Timmy Trumpet;Vitas,The King,"melbourne bounce,big room",149.998,0.656,0.344,0.797,153200,trainingpeaks_virtual
spotify:track:56PCJsbp8S0MTSMEbeGnnr,Broken Angel (This is Lonely Club),Alan Walker;Steve Aoki;Lonely Club;Arash,Quantum Beats,"electro house,edm,afro house",150.013,0.952,0.57,0.575,171200,This_Is_Alan_Walker
spotify:track:09CnYHiZ5jGT1wr1TXJ9Zt,Thank You (Not So Bad),Dimitri Vegas & Like Mike;Tiësto;Dido;W&W;Dimitri Vegas;Like Mike,Thank You (Not So Bad),"big room,electrónica,edm,trance,house",150.019,0.95,0.563,0.673,140000,Cycling_Energy_Mix
spotify:track:6FxRH7N7Q86i6aixaSYYzx,All the Things She Said,Robin Schulz;Timmy Trumpet;KOPPY,All the Things She Said,"tropical house,melbourne bounce,big room",150.078,0.827,0.295,0.517,165299,Cycling_Energy_Mix
spotify:track:6mgzUNNr3NY6NbTzNzwYq9,Rescued,Foo Fighters,Rescued,"post-grunge,rock,rock alternativo,grunge",150.207,0.956,0.339,0.274,258648,Pure_Rock_&_Roll
spotify:track:0lks2Kt9veMOFEAPN0fsqN,Lily,Alan Walker;K-391;Emelie Hollow,Different World,pop noruego,150.978,0.634,0.467,0.423,195840,This_Is_Alan_Walker
spotify:track:1oYYd2gnWZYrt89EBXdFiO,Message In A Bottle,The Police,Reggatta De Blanc (Remastered 2003),,151.008,0.808,0.869,0.577,290280,Rock_Classics
spotify:track:6CVWQbpZwP2ioxJz6zUEoU,Entre dos mares,Fito y Fitipaldis,Entre dos mares,,151.154,0.814,0.499,0.493,280933,"Pachangueo_80,_90_y_00"
spotify:track:3ovjw5HZZv43SxTwApooCM,Wind Of Change,Scorpions,Crazy World,"hard rock,glam metal,rock",151.505,0.524,0.246,0.452,312360,Mix_de_rock
spotify:track:5e9TFTbltYBg2xThimr0rU,The Chain - 2004 Remaster,Fleetwood Mac,Rumours (Super Deluxe),"yacht rock,rock clásico,rock suave",151.553,0.67,0.481,0.545,270213,Rock_Classics
spotify:track:6VoIBz0VhCyz7OdEoRYDiA,Say It Ain't So - Original Mix,Weezer,Weezer,rock alternativo,151.779,0.551,0.453,0.634,258826,Rock_Classics
spotify:track:09FAqeIjjeAWqo3nuazGZu,Too Much - Ely Oaks Remix,Dove Cameron;Ely Oaks,Too Much (Ely Oaks Remix),hipertechno,151.906,0.873,0.679,0.682,141323,Cycling_Energy_Mix
spotify:track:5o37x6LpNSec4jSfPIChsQ,We Got The Beat - 2011 Remaster,The Go-Go's,Beauty And The Beat (30th Anniversary Deluxe Edition),new wave,152.049,0.996,0.376,0.595,151106,Rock_Classics
spotify:track:0X1sqQ652p1sceKM2nJlIJ,Runaway,Bon Jovi,Bon Jovi,glam metal,152.445,0.899,0.603,0.475,230666,Rock_Classics
spotify:track:12yHvSYFXI7PGzNecUvIDu,Saturday Night’s Alright (For Fighting) - Remastered 2014,Elton John,Goodbye Yellow Brick Road (Remastered),,152.875,0.979,0.94,0.513,295466,Rock_Classics
spotify:track:4cMHCRLPNoEbpnl2rz6GS9,Back on the Chain Gang - 2007 Remaster,Pretenders,Learning to Crawl (Expanded & Remastered),,153.24,0.901,0.814,0.598,231120,Rock_Classics
spotify:track:0ntQJM78wzOLVeCUAW7Y45,Sex on Fire,Kings of Leon,Only By The Night,,153.398,0.905,0.374,0.542,203346,Pure_Rock_&_Roll
spotify:track:7u5dBtASrtOuBTTZjJrvuJ,My Hero,Foo Fighters,Greatest Hits,"post-grunge,rock,rock alternativo,grunge",153.981,0.925,0.301,0.364,258973,Pure_Rock_&_Roll
spotify:track:7oNgPClUYdscWWHa5PF1gT,One Love / People Get Ready,Bob Marley & The Wailers,Exodus,"reggae,roots reggae",154.187,0.513,0.94,0.671,172933,Radio_Black_or_White
spotify:track:1bCmvezFg5MRcENzCGG1Cy,Chelsea Dagger,The Fratellis,Costello Music,,154.514,0.815,0.586,0.511,215306,Pure_Rock_&_Roll
spotify:track:5481KTfiIDDOvTqgtevdIj,Legends Never Die (Remix),League of Legends;Alan Walker;Against The Current;Mako,Legends Never Die (Remix),pop punk,154.93,0.81,0.34,0.399,167173,This_Is_Alan_Walker
spotify:track:1QIAkKPzJ1OUg3YuSRoTdt,So What,Nic Johnston;ANLIL,So What,"hipertechno,techno",154.943,0.906,0.386,0.537,170495,trainingpeaks_virtual
spotify:track:5TZuixC0OvZXP2LwaltSvt,Exhibition Only (Feat Life Of Pappa),Noise Cartel;Hans Glock,Exhibition Only (Feat Life Of Pappa),"hardstyle,hard techno,hardcore,gabber",154.991,0.983,0.172,0.557,195096,trainingpeaks_virtual
spotify:track:5XoKMYd0KgE4rcdb4o0ZfO,Diamond Heart,BENNETT;Timmy Trumpet,Diamond Heart,"hipertechno,techno,melbourne bounce,big room",154.993,0.9,0.72,0.798,152519,Cycling_Energy_Mix
spotify:track:4fYAcwdEtW2VCZe5Xoe7iC,A Contracorriente,El Canto Del Loco,A Contracorriente,,155.009,0.931,0.763,0.496,181533,"Pachangueo_80,_90_y_00"
spotify:track:3jwmCZW0KLkPF6ioxUWBCS,Peter Pan,Alan Walker;ANDREWBATES,"World of Walker, Season One: Rise of the Drones",stutter house,155.058,0.728,0.351,0.573,145548,This_Is_Alan_Walker
spotify:track:2YZCye4raoPjm7uS10llRa,Piratas del bar Caribe,Melendi,Aún Más Curiosa La Cara De Tu Padre,"flamenco,flamenco pop",155.152,0.943,0.927,0.69,244720,"Pachangueo_80,_90_y_00"
spotify:track:7ISL3LO8AWP3fKIXunvqTa,Joker And The Thief,Wolfmother,Wolfmother,stoner rock,155.376,0.78,0.456,0.264,280466,Pure_Rock_&_Roll
spotify:track:5H2ptoVHBHsPALekUdtlXt,Dancin - Sped Up Version,Aaron Smith;Krono;sped up + slowed;Luvli,Dancin (Sped Up Version),,155.934,0.842,0.545,0.592,151537,Cycling_Energy_Mix
spotify:track:5T8EDUDqKcs6OSOwEsfqG7,Don't Stop Me Now - Remastered 2011,Queen,Jazz (2011 Remaster),"rock clásico,rock,glam rock",156.295,0.868,0.609,0.559,209413,Mix_de_rock
spotify:track:755bvJDSA3LNcNuFgBT9LK,Iron Man - 2009 Remaster,Black Sabbath,Paranoid,"metal,heavy metal,rock,stoner rock,doom metal,hard rock",157.891,0.828,0.515,0.334,354213,Rock_Classics
spotify:track:5UWwZ5lm5PKu6eKsHAGxOk,Everlong,Foo Fighters,The Colour And The Shape,"post-grunge,rock,rock alternativo,grunge",158.066,0.881,0.364,0.413,250546,Rock_Classics
spotify:track:63T7DJ1AFDD6Bn8VzG6JE8,"Paint It, Black",The Rolling Stones,Aftermath,"rock clásico,rock",158.691,0.795,0.612,0.464,202266,Mix_de_rock
spotify:track:1i1fxkWeaMmKEB4T7zqbzK,Don't Let Me Down,The Chainsmokers;Daya,Don't Let Me Down,,159.805,0.869,0.425,0.533,208373,Radio_Imagine_Dragons
spotify:track:2zK1krCIeewkY2v0RNPcBu,Faded - Slowed Remix,Alan Walker,Slowed,,159.876,0.548,0.258,0.529,236400,This_Is_Alan_Walker
spotify:track:1OxcIUqVmVYxT6427tbhDW,Fly Away,Lenny Kravitz,5,,159.925,0.872,0.735,0.587,221332,Pure_Rock_&_Roll
spotify:track:15BdyloOmohWRWcnO4QILo,Sé lo que hicisteis - 2006 Remastered Version,Melendi,Sin Noticias De Holanda,"flamenco,flamenco pop",159.955,0.923,0.863,0.676,228546,"Pachangueo_80,_90_y_00"
spotify:track:4fHug3zCanK33sdvticISi,Club Bizarre,U96,Club Bizarre,"eurodance,happy hardcore",160.554,0.738,0.545,0.708,300226,Cycling_Energy_Mix
spotify:track:1xKQbqQtQWrtQS47fUJBtl,Piece of My Heart,Big Brother & The Holding Company;Janis Joplin,Cheap Thrills,"rock psicodélico,rock ácido,rock clásico",160.82,0.727,0.566,0.443,253909,Rock_Classics
spotify:track:5bUGTPa2WYYS9P49MzAljd,Beautiful Nightmare,Alan Walker;bludnymph,Neon Nights,,161.042,0.962,0.685,0.646,167855,This_Is_Alan_Walker
spotify:track:2T0hFOkypPat3w4K5mc7fc,Cuando Brille el Sol (with Manuel Espana),Melocos;Manuel España,45 R.P.M.,,161.17,0.945,0.815,0.489,240453,"Pachangueo_80,_90_y_00"
spotify:track:0u6JFVn0KHHlidZxNL9gVE,La Grange (2005 Remaster),ZZ Top,Tres Hombres (Expanded 2006 Remaster),"rock sureño,rock clásico,blues rock,rock",161.74,0.641,0.612,0.509,230480,Pure_Rock_&_Roll
spotify:track:7fFlkS4JijAyCEm0cnp1My,Beethoven Virus,SJ,Spatial Jaguar,,162.097,0.964,0.355,0.412,107190,trainingpeaks_virtual
spotify:track:5Th6EdNVhxp0TPX41ZLZk6,One Way Or Another - Remastered 2001,Blondie,One Way Or Another,,162.477,0.877,0.896,0.45,212706,Rock_Classics
spotify:track:3Jnxngdff0lVu2rza1GVx6,Paranoid - 2009 Remaster,Black Sabbath,Paranoid,"metal,heavy metal,rock,stoner rock,doom metal,hard rock",162.78,0.685,0.328,0.423,167720,Rock_Classics
spotify:track:5NoQvINZLBV1wMYPdNmReL,I Wanna Be Sedated,Ramones,Road to Ruin (40th Anniversary Deluxe Edition),"punk,protopunk",162.825,0.965,0.964,0.56,149786,Rock_Classics
spotify:track:6vvmYYUvGXtZLU8msxKvzF,I Wanna Be Sedated - 1999 Remaster,Ramones,Road to Ruin (Expanded 2005 Remaster),"punk,protopunk",163.017,0.96,0.937,0.597,149466,Pure_Rock_&_Roll
spotify:track:2RaA6kIcvomt77qlIgGhCT,Breaking the Law,Judas Priest,British Steel,"heavy metal,metal,hard rock,glam metal,speed metal",164.019,0.961,0.491,0.362,153840,Rock_Classics
spotify:track:7CJtrxRGcxxgUxqI7C7RO2,Poquito a poco,El Arrebato,Poquito A Poco,"flamenco,flamenco pop",164.079,0.914,0.902,0.647,236000,"Pachangueo_80,_90_y_00"
spotify:track:2EqlS6tkEnglzr7tkKAAYD,Come Together - Remastered 2009,The Beatles,Abbey Road (Remastered),"rock clásico,rock psicodélico",164.775,0.376,0.188,0.53,259946,Rock_Classics
spotify:track:4JUonhFVjyHzWpUQFIaKZs,Getaway,Alan Walker;Emyrson Flora,"World of Walker, Season One: Rise of the Drones",,164.892,0.652,0.594,0.602,173000,This_Is_Alan_Walker
spotify:track:06LdeHlnBLBDUb87cgBef0,"Ama, ama, ama y ensancha el alma - Versión 2004",Extremoduro,Grandes exitos y fracasos (Episodio 1º),,165.876,0.858,0.613,0.482,167840,"Pachangueo_80,_90_y_00"
spotify:track:2d08wWdReyUea1stg6awTK,Let's Go,Bleeker,Messed Up,,166.019,0.897,0.478,0.445,193969,Pure_Rock_&_Roll
spotify:track:1Z2ayz8NgAD3HtNUfxUlrL,"(Make My) Country Rock (feat. Sully Erna of Godsmack, Travis Tritt, and Mick Mars)",Cory Marks;Travis Tritt;Godsmack;Mick Mars;Sully Erna,"(Make My) Country Rock (feat. Sully Erna of Godsmack, Travis Tritt and Mick Mars)","country rock,country clásico,country,outlaw country,metal alternativo,nu metal,hard rock,rap metal,metal,glam metal",166.279,0.966,0.494,0.402,188581,Pure_Rock_&_Roll
spotify:track:6v1ujX7Cb5VJ6UIOr35YK9,Moves Like Jagger - Sped Up,FASTKID,"BEATS & DRIFTS, Vol 13",nightcore,166.578,0.871,0.747,0.562,153510,Cycling_Energy_Mix
spotify:track:2ZTIw0fZhFp3nnvF41nvVc,Rebel Yell - Remastered 1999,Billy Idol,Greatest Hits,,166.797,0.695,0.433,0.535,286840,Pure_Rock_&_Roll
spotify:track:3gjHnylel3PTRpjS44ocqr,Zombie - 2025 Remastered,The Cranberries,No Need To Argue (2025 Remastered),,166.861,0.733,0.17,0.277,305626,Rock_Classics
spotify:track:1CJRh1pbd0CMDnRqxioeEx,They Call Me Sonic,Console Allstars,They Call Me Sonic,"europop,nightcore",166.972,0.974,0.713,0.522,198898,Cycling_Energy_Mix
spotify:track:4gphxUgq0JSFv2BCLhNDiE,Jailhouse Rock,Elvis Presley,Elvis' Golden Records,"rockabilly,rock and roll",167.396,0.582,0.915,0.647,149232,Pure_Rock_&_Roll
spotify:track:2QfiRTz5Yc8DdShCxG1tB2,Johnny B. Goode,Chuck Berry,Berry Is On Top,"rockabilly,rock and roll",167.983,0.803,0.969,0.534,161560,Pure_Rock_&_Roll
spotify:track:1zB4vmk8tFRmM9UULNzbLB,Thunder,Imagine Dragons,Evolve,,167.997,0.822,0.288,0.604,187146,Radio_Imagine_Dragons
spotify:track:0Puj4YlTm6xNzDDADXHMI9,Sabotage,Beastie Boys,Ill Communication,"rap rock,hip hop old school,hip hop de la costa este,hip hop",168.131,0.938,0.543,0.324,178440,Rock_Classics
spotify:track:0NWPxcsf5vdjdiFUI8NgkP,Hey Joe,Jimi Hendrix,Are You Experienced,"rock psicodélico,rock clásico,rock ácido,blues rock",169.492,0.768,0.532,0.346,210160,Rock_Classics
spotify:track:3dmqIB2Qxe2XZobw9gXxJ6,Mary Jane's Last Dance,Tom Petty and the Heartbreakers,Greatest Hits,rock clásico,169.512,0.654,0.53,0.464,273600,Rock_Classics
spotify:track:5wXYuaDpzueI27xvHhM9nl,Take Me To The Top,Mötley Crüe,Too Fast For Love (Deluxe Version),"glam metal,glam rock,hard rock",169.599,0.815,0.549,0.256,223533,Pure_Rock_&_Roll
spotify:track:4PRGxHpCpF2yoOHYKQIEwD,Rock and Roll - Remaster,Led Zeppelin,Led Zeppelin IV (Deluxe Edition),"rock clásico,rock,hard rock,rock and roll",169.613,0.887,0.871,0.317,220560,Pure_Rock_&_Roll
spotify:track:3BomnHfqKZCdPJC9bkGBjE,On My Way,Alan Walker;Sabrina Carpenter;Farruko,World Of Walker,"pop,reggaetón,trap latino",169.775,0.697,0.235,0.522,193959,This_Is_Alan_Walker
spotify:track:5yAu4njFSdM47dfsTkQPZ2,Runnin' Down A Dream,Tom Petty,The Best Of Everything - The Definitive Career Spanning Hits Collection 1976-2016,rock clásico,169.798,0.956,0.715,0.471,261812,Pure_Rock_&_Roll
spotify:track:00I6ELT2uun44UX8y7vCBz,Paul Is Dead,Scooter;Timmy Trumpet,God Save The Rave,"happy hardcore,eurodance,melbourne bounce,big room",169.861,0.868,0.237,0.496,175000,Cycling_Energy_Mix
spotify:track:3hlYxsbq75SWlRfN7XR7Ax,El Secreto de las Tortugas - Version 2010,Maldita Nerea,El Secreto de las Tortugas (Version 2010),,169.954,0.884,0.886,0.547,238440,"Pachangueo_80,_90_y_00"
spotify:track:6SRWhUJcD2YKahCwHavz3X,Darkside,Alan Walker;Au/Ra;Tomine Harket,Different World,,169.988,0.606,0.123,0.43,211680,This_Is_Alan_Walker
spotify:track:6y20BV5L33R8YXM0YuI38N,No One Knows,Queens of the Stone Age,Songs For The Deaf,"stoner rock,rock alternativo",170.411,0.584,0.685,0.509,278746,Pure_Rock_&_Roll
spotify:track:5NTZM8YYeKM2YsGSffVIge,Loser,Beck,Mellow Gold,anti-folk,170.776,0.616,0.836,0.615,235000,Rock_Classics
spotify:track:6qLEOZvf5gI7kWE63JE7p3,Interstate Love Song - 2019 Remaster,Stone Temple Pilots,Purple (2019 Remaster),"grunge,rock alternativo,post-grunge,rock",170.814,0.927,0.49,0.215,194853,Rock_Classics
spotify:track:0VjIjW4GlUZAMYd2vXMi3b,Blinding Lights,The Weeknd,After Hours,,171.001,0.73,0.334,0.513,200040,Radio_Imagine_Dragons
spotify:track:57iDDD9N9tTWe75x6qhStw,Bitter Sweet Symphony - Remastered 2016,The Verve,Urban Hymns (Remastered 2016),"britpop,shoegaze",171.176,0.917,0.518,0.356,357266,Rock_Classics
spotify:track:5Hk4Mpex0s2ndUpDQ5v2rU,Walk Of Life - Remastered 1996,Dire Straits,Brothers In Arms (Remastered 1996),rock clásico,172.348,0.915,0.777,0.461,248893,Mix_de_rock
spotify:track:1nXTM2CVdaoCySSD5kgt3J,Sweat (A La La La La Long),Inner Circle,Sweat (A La La La La Long),"reggae,roots reggae",173.029,0.803,0.949,0.786,229000,mix_alegre
spotify:track:7ygpwy2qP3NbrxVkHvUhXY,Wonderwall - Remastered,Oasis,(What's The Story) Morning Glory? (Deluxe Remastered Edition),"britpop,madchester",174.323,0.893,0.434,0.375,258773,Rock_Classics
spotify:track:3bwAS8cN7Xtzvv5UurJOOX,I Am the Highway,Audioslave,Audioslave,"grunge,post-grunge,metal alternativo",174.875,0.662,0.2,0.341,334906,Pure_Rock_&_Roll
spotify:track:1BfR5GMOgW0peHkPxrwf11,Safari Song,Greta Van Fleet,From The Fires,rock,175.868,0.928,0.678,0.362,234600,Pure_Rock_&_Roll
spotify:track:3YQkC6dE9YE9sH1751qqEr,PS5,salem ilese;TOMORROW X TOGETHER;Alan Walker,(MORE) Unsponsored Content,k-pop,175.978,0.642,0.54,0.602,152214,This_Is_Alan_Walker
spotify:track:1jDJFeK9x3OZboIAHsY9k2,I'm Still Standing,Elton John,Too Low For Zero,,176.811,0.904,0.773,0.505,183440,Mix_de_rock
spotify:track:4Q3ERWBrb4lhDvAPyANjY5,The Boys Of Summer - Remastered 2024,Don Henley,Building The Perfect Beast (Remastered 2024),yacht rock,177.439,0.704,0.907,0.523,289880,Rock_Classics
spotify:track:7LygtNjQ65PSdzVjUnHXQb,Cherry Pie,Warrant,Cherry Pie,"glam metal,glam rock",177.489,0.946,0.486,0.472,201026,Pure_Rock_&_Roll
spotify:track:2RlgNHKcydI9sayD2Df2xp,Mr. Blue Sky,Electric Light Orchestra,Out of the Blue,"art rock,rock suave",177.765,0.338,0.478,0.388,303820,Rock_Classics
spotify:track:68vTrjlrczwHWioLZ5p0Rt,Save Me Some Sunshine,Rafferty,Save Me Some Sunshine,,178.018,0.761,0.537,0.498,217143,Pure_Rock_&_Roll
spotify:track:20OFwXhEXf12DzwXmaV7fj,Bad Moon Rising,Creedence Clearwater Revival,Green River (Expanded Edition),"rock clásico,rock sureño,country rock",178.946,0.774,0.942,0.508,141600,Pure_Rock_&_Roll
spotify:track:4Yqy0GpeDEXLibWJCZyQew,Kickstart My Heart,Mötley Crüe,Dr. Feelgood,"glam metal,glam rock,hard rock",179.23,0.982,0.275,0.363,282653,Pure_Rock_&_Roll
spotify:track:698ItKASDavgwZ3WjaWjtz,Faded,Alan Walker,Different World,,179.642,0.627,0.159,0.468,212106,Radio_Imagine_Dragons
spotify:track:1xl3tncP1hSU9EPkIY535i,Perhaps,Guns N' Roses,Perhaps,"rock,glam metal,hard rock,rock clásico",179.876,0.835,0.369,0.325,228406,Pure_Rock_&_Roll
spotify:track:12r9zcMRAnoADUQoOJR9yC,A World I Don't Know,Alan Walker;Phoebe Ryan;Kaeleb,A World I Don't Know,,180.03,0.64,0.155,0.64,111951,This_Is_Alan_Walker
spotify:track:2IofpcCv3PjgZ5AjX446fi,Dime Que Me Quieres,Tequila,Viva Tequila/New Booklet,,181.955,0.978,0.939,0.357,180800,"Pachangueo_80,_90_y_00"
spotify:track:3TZiiTNmVhLRMhPksHqk8M,Nunca volverá,El Sueño de Morfeo,El sueño de Morfeo (reedicion),,183.901,0.88,0.55,0.391,194986,"Pachangueo_80,_90_y_00"
spotify:track:6spaGIZEfeDYlgAupMI34k,Body Talks,The Struts,YOUNG&DANGEROUS,glam rock,185.791,0.855,0.65,0.37,178115,Pure_Rock_&_Roll
spotify:track:08mG3Y1vljYA6bvDt4Wqkj,Back In Black,AC/DC,Back In Black,"rock,hard rock,rock clásico,rock and roll",188.386,0.7,0.763,0.31,256000,Radio_Black_or_White
spotify:track:18AXbzPzBS8Y3AkgSxzJPb,In The Air Tonight - 2015 Remastered,Phil Collins,Face Value (Deluxe Editon),rock suave,189.507,0.239,0.298,0.446,336453,Rock_Classics
spotify:track:6wiQ1tAGxUsnbJXyjgXLel,Dharma,Headhunterz;KSHMR,Dharma,"hardstyle,frenchcore,melbourne bounce,big room,hardcore,edm,slap house,electrónica",191.112,0.919,0.389,0.331,182343,Cycling_Energy_Mix
spotify:track:2K1zp0p7PVmrBUQu6evtfe,Somewhere In Stockholm,Avicii,Stories,edm,192.239,0.766,0.535,0.237,202906,This_Is_Avicii
spotify:track:6FMIVQPZg9cmMY8hPxAacD,Let's Go Crazy,Prince,Purple Rain,"funk rock,funk",195.805,0.93,0.376,0.308,279240,Rock_Classics
spotify:track:11LmqTE2naFULdEP94AUBa,Heart-Shaped Box,Nirvana,In Utero (Deluxe Edition),"grunge,rock",203.006,0.641,0.382,0.256,281160,Rock_Classics
